Route ID,Source,Destination,Carrier,Distance (km),Cost per km ($),Total Cost ($),Delivery Time (hrs),Delivery Status
R5190,Detroit,Denver,Carrier A,2087,2.62,5467.94,31.81,Delivered
R5191,New York,New York,Carrier B,818,2.79,2282.22,10.41,Pending
R5192,Seattle,Denver,Carrier A,2375,3.26,7742.5,27.75,Delivered
R5193,Seattle,Los Angeles,Carrier A,2421,2.88,6972.48,29.66,Delivered
R5194,Denver,Dallas,Carrier B,4240,3.08,13059.2,69.55,In Transit
R5195,Los Angeles,San Francisco,Carrier B,4676,1.79,8370.04,65.44,Pending
R5196,Las Vegas,Chicago,Carrier A,730,3.18,2321.4,10.66,In Transit
R5197,Dallas,Boston,Carrier C,1539,1.52,2339.28,21.32,Delivered
R5198,Houston,Denver,Carrier C,1059,2.54,2689.86,10.72,Delivered
R5199,Philadelphia,Detroit,Carrier C,3249,2.89,9389.61,33.52,Delivered
R5200,Detroit,Miami,Carrier B,4194,2.36,9897.84,46.31,Delivered
R5201,Chicago,San Francisco,Carrier C,1072,3.23,3462.56,11.94,Delivered
R5202,Las Vegas,Boston,Carrier C,4398,1.93,8488.14,52.54,In Transit
R5203,Houston,Boston,Carrier B,3057,1.64,5013.48,36.42,In Transit
R5204,New York,Houston,Carrier A,3255,1.72,5598.6,41.63,In Transit
R5205,Boston,Chicago,Carrier B,4004,1.8,7207.2,59.42,Pending
R5206,Dallas,Seattle,Carrier A,3497,2.03,7098.91,55.1,Pending
R5207,Philadelphia,Houston,Carrier B,3224,2.29,7382.96,37.99,Delivered
R5208,San Francisco,San Francisco,Carrier C,1729,3.27,5653.83,28.45,Pending
R5209,Philadelphia,San Francisco,Carrier A,2155,3.34,7197.7,28.08,Delivered
R5210,Boston,Philadelphia,Carrier A,3043,2.86,8702.98,31.56,Pending
R5211,Boston,Atlanta,Carrier B,2676,2.04,5459.04,41.17,In Transit
R5212,Chicago,Phoenix,Carrier A,4023,1.67,6718.41,65.67,Delivered
R5213,Dallas,Miami,Carrier B,4178,2.43,10152.54,64.98,Pending
R5214,Denver,Philadelphia,Carrier A,1082,2.4,2596.8,11.19,Delivered
R5215,Phoenix,Denver,Carrier A,943,1.53,1442.79,10.28,Delivered
R5216,Houston,Atlanta,Carrier B,1543,1.62,2499.66,15.84,In Transit
R5217,Denver,Dallas,Carrier A,1260,3.14,3956.4,14.2,Pending
R5218,Chicago,Las Vegas,Carrier A,4266,3.26,13907.16,53.79,In Transit
R5219,Las Vegas,Miami,Carrier B,1876,3.16,5928.16,30.72,In Transit
R5220,Miami,San Francisco,Carrier A,2975,2.94,8746.5,32.82,Pending
R5221,San Francisco,Los Angeles,Carrier C,3265,3.33,10872.45,34.85,In Transit
R5222,Miami,Miami,Carrier C,4890,2.93,14327.7,50.63,Delivered
R5223,New York,New York,Carrier B,3060,2.67,8170.2,50.4,Delivered
R5224,Seattle,Denver,Carrier A,879,1.92,1687.68,12.97,Delivered
R5225,Boston,Phoenix,Carrier C,2851,2.34,6671.34,46.11,Delivered
R5226,Atlanta,Atlanta,Carrier C,4878,2.01,9804.78,56.09,Pending
R5227,Philadelphia,Dallas,Carrier C,752,1.71,1285.92,10.22,Delivered
R5228,Miami,Philadelphia,Carrier C,3565,2.0,7130.0,59.21,In Transit
R5229,Chicago,Miami,Carrier B,2518,2.47,6219.46,32.69,In Transit
R5230,Seattle,Miami,Carrier B,1408,1.5,2112.0,21.4,In Transit
R5231,Chicago,Chicago,Carrier A,428,3.41,1459.48,5.69,Pending
R5232,Phoenix,New York,Carrier B,1974,3.33,6573.42,23.11,In Transit
R5233,Houston,Houston,Carrier B,1314,1.51,1984.14,15.36,In Transit
R5234,Las Vegas,Miami,Carrier C,2372,2.23,5289.56,24.55,In Transit
R5235,Dallas,Las Vegas,Carrier B,3858,2.68,10339.44,49.68,Delivered
R5236,Miami,Houston,Carrier B,1186,2.14,2538.04,14.82,Pending
R5237,Miami,Detroit,Carrier B,3889,2.81,10928.09,39.01,Delivered
R5238,Philadelphia,New York,Carrier A,1971,3.38,6661.98,23.87,In Transit
R5239,Los Angeles,Boston,Carrier C,880,2.72,2393.6,12.01,In Transit
R5240,Phoenix,Detroit,Carrier B,4112,2.15,8840.8,56.61,In Transit
R5241,San Francisco,Los Angeles,Carrier B,3419,2.37,8103.03,37.21,Pending
R5242,San Francisco,Los Angeles,Carrier A,429,2.54,1089.66,6.33,Delivered
R5243,Boston,Philadelphia,Carrier A,1993,3.21,6397.53,25.54,In Transit
R5244,Detroit,Seattle,Carrier A,2289,2.75,6294.75,35.23,In Transit
R5245,Philadelphia,New York,Carrier A,932,3.22,3001.04,9.62,In Transit
R5246,Boston,Boston,Carrier B,5000,1.62,8100.0,72.84,In Transit
R5247,Atlanta,Seattle,Carrier A,404,2.95,1191.8,5.96,In Transit
R5248,Philadelphia,Miami,Carrier B,1627,2.78,4523.06,17.62,In Transit
R5249,Atlanta,Dallas,Carrier A,1838,3.04,5587.52,19.19,Delivered
R5250,Phoenix,Seattle,Carrier C,3188,2.93,9340.84,37.86,Pending
R5251,Philadelphia,Seattle,Carrier C,2717,1.84,4999.28,32.14,Delivered
R5252,Los Angeles,Detroit,Carrier C,2870,3.04,8724.8,35.54,In Transit
R5253,Philadelphia,Las Vegas,Carrier B,2536,1.9,4818.4,37.43,Delivered
R5254,Seattle,Chicago,Carrier A,4274,2.94,12565.56,50.49,In Transit
R5255,Philadelphia,San Francisco,Carrier C,4080,1.74,7099.2,60.9,Delivered
R5256,Houston,Atlanta,Carrier C,2571,2.54,6530.34,38.8,In Transit
R5257,San Francisco,Las Vegas,Carrier C,4118,3.02,12436.36,50.91,Delivered
R5258,Chicago,San Francisco,Carrier C,4427,2.98,13192.46,65.74,Pending
R5259,Atlanta,Las Vegas,Carrier B,2639,2.52,6650.28,27.19,Pending
R5260,Las Vegas,San Francisco,Carrier A,1722,3.24,5579.28,21.81,In Transit
R5261,Philadelphia,Seattle,Carrier A,365,2.56,934.4,5.44,Delivered
R5262,Miami,Phoenix,Carrier A,2388,2.59,6184.92,26.32,In Transit
R5263,Chicago,Seattle,Carrier B,3854,1.56,6012.24,51.78,Delivered
R5264,San Francisco,Atlanta,Carrier C,3498,3.01,10528.98,36.45,Pending
R5265,Detroit,Denver,Carrier A,3278,3.33,10915.74,40.79,Pending
R5266,Houston,Atlanta,Carrier C,4783,3.4,16262.2,63.59,In Transit
R5267,Detroit,Miami,Carrier A,1189,2.63,3127.07,19.13,In Transit
R5268,Phoenix,Atlanta,Carrier B,3680,2.49,9163.2,41.94,Pending
R5269,Phoenix,Seattle,Carrier B,2185,3.26,7123.1,25.07,Pending
R5270,Las Vegas,Houston,Carrier A,4232,2.16,9141.12,60.0,In Transit
R5271,Philadelphia,Las Vegas,Carrier B,2356,2.57,6054.92,29.32,In Transit
R5272,Denver,Philadelphia,Carrier A,1188,1.83,2174.04,12.33,In Transit
R5273,Miami,Dallas,Carrier B,2250,2.28,5130.0,34.8,Pending
R5274,Las Vegas,New York,Carrier A,3921,1.9,7449.9,63.49,Pending
R5275,San Francisco,Miami,Carrier C,4238,3.08,13053.04,54.99,Delivered
R5276,San Francisco,Los Angeles,Carrier C,1181,2.16,2550.96,14.05,Delivered
R5277,Denver,Boston,Carrier B,1154,3.39,3912.06,15.55,Pending
R5278,Atlanta,Las Vegas,Carrier C,3766,1.77,6665.82,42.31,In Transit
R5279,Boston,Detroit,Carrier A,4996,2.04,10191.84,51.57,Delivered
R5280,Dallas,New York,Carrier C,1794,2.07,3713.58,20.56,In Transit
R5281,Seattle,Los Angeles,Carrier A,2794,2.75,7683.5,41.18,In Transit
R5282,Los Angeles,Boston,Carrier C,2739,3.19,8737.41,28.02,Delivered
R5283,Miami,Miami,Carrier A,339,1.54,522.06,4.41,In Transit
R5284,Atlanta,Detroit,Carrier C,4841,1.74,8423.34,51.14,In Transit
R5285,Houston,Los Angeles,Carrier A,442,3.44,1520.48,5.78,Pending
R5286,Detroit,Denver,Carrier C,1290,3.34,4308.6,19.12,In Transit
R5287,Detroit,Denver,Carrier B,2209,2.89,6384.01,28.67,Delivered
R5288,Philadelphia,Phoenix,Carrier A,592,1.77,1047.84,7.91,Pending
R5289,New York,Seattle,Carrier B,3833,2.72,10425.76,51.07,Delivered
R5290,Atlanta,Los Angeles,Carrier C,1960,3.01,5899.6,20.96,In Transit
R5291,Los Angeles,Denver,Carrier A,2165,2.77,5997.05,32.47,Pending
R5292,Houston,Seattle,Carrier C,1839,3.13,5756.07,20.9,Delivered
R5293,Chicago,Denver,Carrier B,2944,2.7,7948.8,38.35,In Transit
R5294,Los Angeles,Las Vegas,Carrier B,3311,1.81,5992.91,43.24,Pending
R5295,Seattle,Boston,Carrier C,2123,1.98,4203.54,21.98,Pending
R5296,Chicago,Denver,Carrier A,4364,3.0,13092.0,44.46,Delivered
R5297,Philadelphia,Denver,Carrier A,4773,2.23,10643.79,51.47,Delivered
R5298,Dallas,Philadelphia,Carrier C,4701,2.94,13820.94,58.08,Delivered
R5299,Los Angeles,Boston,Carrier A,4968,1.74,8644.32,54.63,Pending
R5300,Philadelphia,Atlanta,Carrier B,497,2.3,1143.1,5.27,In Transit
R5301,Philadelphia,Los Angeles,Carrier A,4558,2.39,10893.62,68.92,Pending
R5302,Detroit,Chicago,Carrier C,4915,1.74,8552.1,51.91,Delivered
R5303,Los Angeles,Seattle,Carrier B,871,1.9,1654.9,11.54,Delivered
R5304,Atlanta,Los Angeles,Carrier B,623,3.16,1968.68,8.03,Delivered
R5305,Las Vegas,Chicago,Carrier A,2054,1.61,3306.94,27.7,In Transit
R5306,New York,Dallas,Carrier C,1707,1.88,3209.16,22.94,In Transit
R5307,Chicago,Denver,Carrier A,978,3.45,3374.1,13.88,Delivered
R5308,Chicago,Detroit,Carrier A,4423,3.11,13755.53,57.33,Delivered
R5309,Houston,Detroit,Carrier A,845,2.09,1766.05,10.66,Pending
R5310,Los Angeles,Atlanta,Carrier A,3148,3.33,10482.84,42.89,Pending
R5311,Chicago,Boston,Carrier A,1953,1.72,3359.16,21.81,In Transit
R5312,Las Vegas,Philadelphia,Carrier C,3118,2.61,8137.98,39.46,Pending
R5313,Chicago,Houston,Carrier A,1493,1.81,2702.33,19.5,Pending
R5314,Dallas,Boston,Carrier B,3314,1.89,6263.46,42.34,Pending
R5315,Seattle,Boston,Carrier B,3783,2.06,7792.98,39.24,Pending
R5316,Philadelphia,New York,Carrier B,2050,2.06,4223.0,33.07,In Transit
R5317,Philadelphia,Philadelphia,Carrier B,3666,2.83,10374.78,54.39,Pending
R5318,Dallas,Denver,Carrier B,3895,2.62,10204.9,39.08,In Transit
R5319,Phoenix,Detroit,Carrier B,1398,2.6,3634.8,14.07,Pending
R5320,Las Vegas,Las Vegas,Carrier C,3606,1.94,6995.64,36.37,Delivered
R5321,Miami,Atlanta,Carrier A,3725,3.2,11920.0,42.61,Delivered
R5322,Los Angeles,New York,Carrier C,2801,2.95,8262.95,32.84,In Transit
R5323,Los Angeles,San Francisco,Carrier C,4598,3.36,15449.28,56.37,Delivered
R5324,Philadelphia,Phoenix,Carrier C,2681,1.7,4557.7,38.06,Pending
R5325,Boston,Denver,Carrier C,2789,2.23,6219.47,28.35,In Transit
R5326,Philadelphia,Houston,Carrier B,1919,2.39,4586.41,26.11,Delivered
R5327,Dallas,Philadelphia,Carrier C,3260,1.72,5607.2,47.32,Delivered
R5328,New York,San Francisco,Carrier B,687,2.34,1607.58,7.67,In Transit
R5329,San Francisco,Atlanta,Carrier B,1953,2.82,5507.46,26.14,Delivered
R5330,Denver,Las Vegas,Carrier A,905,1.89,1710.45,9.17,In Transit
R5331,San Francisco,Seattle,Carrier B,2909,2.06,5992.54,40.2,Delivered
R5332,Los Angeles,Dallas,Carrier C,4063,2.58,10482.54,43.42,Delivered
R5333,Dallas,Chicago,Carrier B,691,3.2,2211.2,8.51,Delivered
R5334,Philadelphia,Miami,Carrier C,4407,3.13,13793.91,63.45,Delivered
R5335,Chicago,Chicago,Carrier B,870,2.35,2044.5,14.41,In Transit
R5336,Los Angeles,Los Angeles,Carrier B,1338,1.87,2502.06,16.83,Delivered
R5337,Phoenix,Miami,Carrier B,3635,2.59,9414.65,41.83,Pending
R5338,Denver,Houston,Carrier B,2457,2.48,6093.36,30.45,Delivered
R5339,Denver,Las Vegas,Carrier A,1011,3.15,3184.65,12.84,In Transit
R5340,Los Angeles,Seattle,Carrier C,3935,2.03,7988.05,54.13,In Transit
R5341,Boston,Los Angeles,Carrier C,4870,2.98,14512.6,64.84,Delivered
R5342,Detroit,Chicago,Carrier C,470,1.86,874.2,4.71,In Transit
R5343,Dallas,Houston,Carrier A,4414,1.69,7459.66,45.68,Delivered
R5344,Philadelphia,Denver,Carrier B,1962,2.4,4708.8,22.76,In Transit
R5345,Atlanta,Chicago,Carrier A,1384,3.31,4581.04,14.73,Delivered
R5346,Dallas,New York,Carrier C,4248,2.99,12701.52,46.84,In Transit
R5347,San Francisco,Atlanta,Carrier A,3807,2.97,11306.79,48.39,In Transit
R5348,Phoenix,San Francisco,Carrier A,4798,1.69,8108.62,72.24,Delivered
R5349,Houston,Chicago,Carrier B,3981,1.67,6648.27,50.88,Pending
R5350,Atlanta,Houston,Carrier B,4917,2.71,13325.07,66.35,Pending
R5351,Denver,Houston,Carrier B,3344,2.53,8460.32,44.34,Pending
R5352,Phoenix,Las Vegas,Carrier C,970,3.44,3336.8,13.69,Pending
R5353,Seattle,New York,Carrier B,1008,3.4,3427.2,10.77,In Transit
R5354,New York,Atlanta,Carrier A,945,1.85,1748.25,9.59,Pending
R5355,Denver,Boston,Carrier B,1740,1.97,3427.8,22.76,Delivered
R5356,Boston,Las Vegas,Carrier A,3276,2.75,9009.0,37.44,Pending
R5357,Phoenix,Miami,Carrier A,1183,2.73,3229.59,17.26,In Transit
R5358,Denver,Chicago,Carrier A,338,1.81,611.78,3.88,Pending
R5359,Boston,Las Vegas,Carrier B,1226,1.6,1961.6,13.52,Delivered
R5360,Philadelphia,Miami,Carrier B,2205,1.6,3528.0,25.53,Pending
R5361,Las Vegas,San Francisco,Carrier C,1648,2.79,4597.92,21.86,In Transit
R5362,Philadelphia,Miami,Carrier A,3616,2.26,8172.16,57.79,Delivered
R5363,Las Vegas,San Francisco,Carrier C,2355,3.41,8030.55,27.33,Pending
R5364,Chicago,Phoenix,Carrier C,4645,2.78,12913.1,48.42,Delivered
R5365,Los Angeles,Seattle,Carrier C,358,2.82,1009.56,4.18,Delivered
R5366,Los Angeles,New York,Carrier B,4397,2.16,9497.52,48.81,Pending
R5367,Chicago,San Francisco,Carrier C,1886,2.57,4847.02,30.23,In Transit
R5368,San Francisco,Philadelphia,Carrier B,3749,2.11,7910.39,60.71,Delivered
R5369,Seattle,Los Angeles,Carrier B,358,3.21,1149.18,5.0,In Transit
R5370,Phoenix,Chicago,Carrier C,2836,1.75,4963.0,33.02,Delivered
R5371,Boston,Denver,Carrier C,1102,1.7,1873.4,11.04,Delivered
R5372,Boston,Philadelphia,Carrier A,1689,3.06,5168.34,20.96,Delivered
R5373,Las Vegas,Los Angeles,Carrier B,4638,3.23,14980.74,68.9,In Transit
R5374,Philadelphia,Houston,Carrier A,1294,2.25,2911.5,15.07,Pending
R5375,Philadelphia,Chicago,Carrier B,1681,1.79,3008.99,26.24,Delivered
R5376,Boston,New York,Carrier C,4741,2.67,12658.47,58.97,In Transit
R5377,Houston,San Francisco,Carrier A,1921,2.26,4341.46,19.6,Pending
R5378,Boston,New York,Carrier C,4566,2.24,10227.84,52.26,Pending
R5379,Atlanta,Los Angeles,Carrier C,752,3.49,2624.48,7.89,Pending
R5380,Miami,Atlanta,Carrier B,3251,1.54,5006.54,43.52,Pending
R5381,San Francisco,Philadelphia,Carrier C,2899,3.11,9015.89,29.85,Pending
R5382,Atlanta,Houston,Carrier B,2398,2.4,5755.2,39.64,Pending
R5383,Atlanta,Denver,Carrier C,2366,2.52,5962.32,25.23,In Transit
R5384,New York,San Francisco,Carrier C,2272,1.94,4407.68,35.61,Delivered
R5385,San Francisco,San Francisco,Carrier A,4373,1.86,8133.78,47.21,Pending
R5386,Los Angeles,Phoenix,Carrier C,386,3.22,1242.92,4.08,In Transit
R5387,Philadelphia,Seattle,Carrier A,2278,2.51,5717.78,31.6,Delivered
R5388,Seattle,Las Vegas,Carrier A,2956,2.02,5971.12,45.24,In Transit
R5389,Atlanta,New York,Carrier A,4314,2.6,11216.4,55.95,In Transit
R5390,New York,Philadelphia,Carrier C,2414,1.85,4465.9,35.93,Pending
R5391,Detroit,Los Angeles,Carrier C,315,2.31,727.65,3.17,Pending
R5392,San Francisco,Boston,Carrier A,1890,2.55,4819.5,29.38,Delivered
R5393,Las Vegas,Philadelphia,Carrier C,4260,3.18,13546.8,61.8,Delivered
R5394,San Francisco,Atlanta,Carrier C,2959,2.75,8137.25,39.46,Pending
R5395,Dallas,Atlanta,Carrier A,3166,2.9,9181.4,47.72,Pending
R5396,Detroit,Detroit,Carrier C,3375,2.58,8707.5,40.74,In Transit
R5397,Boston,Atlanta,Carrier B,1726,1.99,3434.74,24.42,Pending
R5398,Las Vegas,Las Vegas,Carrier B,4224,2.24,9461.76,58.29,Delivered
R5399,Phoenix,Detroit,Carrier C,4991,1.95,9732.45,68.79,In Transit
R5400,Denver,Detroit,Carrier C,2865,1.79,5128.35,44.11,In Transit
R5401,Phoenix,Seattle,Carrier A,1048,2.68,2808.64,13.13,Pending
R5402,New York,Denver,Carrier A,4512,2.89,13039.68,47.59,In Transit
R5403,San Francisco,Miami,Carrier A,3934,2.16,8497.44,60.33,Delivered
R5404,San Francisco,Denver,Carrier B,506,3.19,1614.14,8.25,Delivered
R5405,Philadelphia,Chicago,Carrier B,838,3.31,2773.78,9.93,In Transit
R5406,Los Angeles,Detroit,Carrier B,1354,2.03,2748.62,18.33,In Transit
R5407,Philadelphia,Denver,Carrier C,3176,3.3,10480.8,51.38,Pending
R5408,Atlanta,Los Angeles,Carrier C,2906,3.21,9328.26,33.74,In Transit
R5409,Phoenix,Phoenix,Carrier A,3853,3.37,12984.61,51.61,Pending
R5410,Los Angeles,Dallas,Carrier A,4115,2.12,8723.8,50.47,Delivered
R5411,Denver,Boston,Carrier C,2536,1.77,4488.72,40.38,Pending
R5412,Miami,Chicago,Carrier B,3373,1.76,5936.48,52.78,Pending
R5413,Denver,Detroit,Carrier B,1926,3.39,6529.14,22.23,In Transit
R5414,San Francisco,Seattle,Carrier B,577,2.69,1552.13,8.53,Delivered
R5415,San Francisco,Phoenix,Carrier C,494,2.14,1057.16,7.71,Pending
R5416,Houston,Atlanta,Carrier C,1347,3.2,4310.4,22.14,Pending
R5417,Chicago,Phoenix,Carrier B,1289,2.46,3170.94,18.7,In Transit
R5418,San Francisco,Boston,Carrier A,4142,1.7,7041.4,63.82,Delivered
R5419,Houston,Chicago,Carrier B,3365,2.21,7436.65,35.57,In Transit
R5420,Atlanta,Seattle,Carrier C,2036,2.63,5354.68,22.86,Pending
R5421,Chicago,San Francisco,Carrier B,2116,1.65,3491.4,34.02,Delivered
R5422,Detroit,Denver,Carrier A,4028,2.69,10835.32,55.0,Delivered
R5423,Los Angeles,Atlanta,Carrier B,4858,2.23,10833.34,70.8,Delivered
R5424,Miami,Philadelphia,Carrier C,1962,2.76,5415.12,26.09,Delivered
R5425,Seattle,New York,Carrier C,3352,2.48,8312.96,42.41,In Transit
R5426,Seattle,Philadelphia,Carrier C,3898,3.33,12980.34,48.44,In Transit
R5427,Philadelphia,New York,Carrier A,4353,1.71,7443.63,63.27,In Transit
R5428,Chicago,Los Angeles,Carrier C,4588,1.85,8487.8,55.72,In Transit
R5429,Houston,New York,Carrier B,3696,1.53,5654.88,48.43,Pending
R5430,Boston,San Francisco,Carrier C,3337,2.85,9510.45,34.87,Pending
R5431,Las Vegas,Seattle,Carrier B,678,3.05,2067.9,7.34,In Transit
R5432,Phoenix,Denver,Carrier A,3923,2.17,8512.91,40.22,In Transit
R5433,Dallas,Los Angeles,Carrier A,4551,1.87,8510.37,62.83,Delivered
R5434,Philadelphia,Detroit,Carrier C,837,2.94,2460.78,9.3,Pending
R5435,Phoenix,Las Vegas,Carrier B,434,2.01,872.34,5.71,In Transit
R5436,Philadelphia,Phoenix,Carrier A,3538,2.54,8986.52,35.63,Pending
R5437,Boston,San Francisco,Carrier C,1203,3.1,3729.3,14.81,Pending
R5438,Chicago,San Francisco,Carrier B,2753,2.37,6524.61,43.6,In Transit
R5439,Houston,Los Angeles,Carrier C,4404,2.45,10789.8,57.06,In Transit
R5440,Seattle,Miami,Carrier A,444,2.78,1234.32,6.05,Delivered
R5441,Boston,Chicago,Carrier B,3592,2.54,9123.68,49.24,Pending
R5442,Philadelphia,Philadelphia,Carrier A,3705,2.54,9410.7,48.66,Delivered
R5443,Atlanta,Philadelphia,Carrier C,4986,2.84,14160.24,53.46,Pending
R5444,Detroit,Miami,Carrier A,1356,2.35,3186.6,14.01,In Transit
R5445,Las Vegas,Philadelphia,Carrier B,3822,2.58,9860.76,52.74,Delivered
R5446,San Francisco,Denver,Carrier C,2423,3.13,7583.99,29.53,Delivered
R5447,Detroit,Houston,Carrier B,3900,1.57,6123.0,62.99,In Transit
R5448,Atlanta,Boston,Carrier C,1254,1.76,2207.04,14.57,Delivered
R5449,Denver,Houston,Carrier C,3814,3.13,11937.82,42.09,In Transit
R5450,Dallas,Atlanta,Carrier C,4168,1.68,7002.24,51.52,Pending
R5451,San Francisco,Houston,Carrier B,4836,2.95,14266.2,57.3,In Transit
R5452,Las Vegas,New York,Carrier B,3996,1.84,7352.64,50.09,Delivered
R5453,Seattle,New York,Carrier C,524,2.55,1336.2,6.12,Delivered
R5454,Boston,Phoenix,Carrier A,533,3.33,1774.89,8.38,Delivered
R5455,Boston,Boston,Carrier C,3098,1.51,4677.98,45.67,Pending
R5456,New York,Atlanta,Carrier A,2298,2.04,4687.92,37.26,Pending
R5457,Detroit,New York,Carrier B,1968,3.49,6868.32,20.0,In Transit
R5458,Boston,Detroit,Carrier C,4977,2.13,10601.01,51.88,Pending
R5459,Miami,Chicago,Carrier A,4279,1.66,7103.14,43.8,Pending
R5460,Dallas,Los Angeles,Carrier B,4284,2.01,8610.84,44.83,In Transit
R5461,Los Angeles,Dallas,Carrier C,3482,2.0,6964.0,49.09,In Transit
R5462,Boston,Miami,Carrier A,1850,2.07,3829.5,22.9,Delivered
R5463,Atlanta,Atlanta,Carrier A,539,3.18,1714.02,6.0,Pending
R5464,Detroit,Boston,Carrier C,2021,2.93,5921.53,24.44,Pending
R5465,Detroit,Miami,Carrier A,3242,2.57,8331.94,43.83,In Transit
R5466,Los Angeles,Seattle,Carrier C,4859,1.51,7337.09,53.47,In Transit
R5467,Dallas,Atlanta,Carrier C,1467,1.56,2288.52,21.39,Delivered
R5468,Miami,Denver,Carrier A,3723,2.7,10052.1,41.9,In Transit
R5469,Phoenix,Dallas,Carrier C,1862,1.97,3668.14,20.01,Delivered
R5470,Dallas,San Francisco,Carrier A,4538,1.79,8123.02,64.01,In Transit
R5471,Los Angeles,Seattle,Carrier C,824,3.47,2859.28,8.64,Delivered
R5472,Los Angeles,Dallas,Carrier B,1696,2.75,4664.0,18.53,Delivered
R5473,Seattle,Phoenix,Carrier C,2839,2.12,6018.68,28.7,Delivered
R5474,Dallas,Miami,Carrier B,4106,1.75,7185.5,53.87,In Transit
R5475,Miami,Miami,Carrier C,2961,1.84,5448.24,39.66,Delivered
R5476,Atlanta,Philadelphia,Carrier C,497,2.96,1471.12,5.2,Delivered
R5477,Los Angeles,Denver,Carrier B,3853,3.25,12522.25,62.04,In Transit
R5478,New York,Philadelphia,Carrier B,1164,3.07,3573.48,12.71,In Transit
R5479,Phoenix,New York,Carrier A,1264,2.14,2704.96,15.06,Pending
R5480,Boston,Atlanta,Carrier C,1880,2.72,5113.6,23.63,Pending
R5481,Los Angeles,Detroit,Carrier B,3224,2.56,8253.44,47.49,In Transit
R5482,Phoenix,Phoenix,Carrier C,941,3.35,3152.35,12.39,Delivered
R5483,Dallas,Detroit,Carrier C,2104,3.49,7342.96,21.9,Pending
R5484,Dallas,Las Vegas,Carrier C,357,3.46,1235.22,3.75,Delivered
R5485,Chicago,Denver,Carrier B,755,3.2,2416.0,8.26,Pending
R5486,Atlanta,Chicago,Carrier B,4815,2.69,12952.35,55.44,In Transit
R5487,Philadelphia,Denver,Carrier A,2850,3.03,8635.5,37.08,Delivered
R5488,Seattle,Denver,Carrier C,4186,3.39,14190.54,45.33,Pending
R5489,Phoenix,Houston,Carrier A,661,3.41,2254.01,7.27,Delivered
R5490,New York,Denver,Carrier A,719,2.69,1934.11,11.87,In Transit
R5491,Atlanta,Dallas,Carrier C,1017,1.71,1739.07,11.67,Pending
R5492,Atlanta,Phoenix,Carrier B,4785,3.5,16747.5,50.02,Delivered
R5493,Dallas,San Francisco,Carrier A,1196,3.02,3611.92,12.03,Delivered
R5494,New York,Las Vegas,Carrier A,1377,1.77,2437.29,15.39,Pending
R5495,Los Angeles,Denver,Carrier A,4609,2.21,10185.89,59.13,Delivered
R5496,New York,Chicago,Carrier C,1491,2.4,3578.4,18.41,In Transit
R5497,Philadelphia,Seattle,Carrier A,3304,1.6,5286.4,34.74,Pending
R5498,Phoenix,Detroit,Carrier B,3513,3.18,11171.34,37.84,Pending
R5499,Atlanta,Dallas,Carrier C,444,3.49,1549.56,4.54,Delivered
R5500,Los Angeles,New York,Carrier C,1140,1.76,2006.4,15.56,Delivered
R5501,Miami,Las Vegas,Carrier C,3914,2.51,9824.14,43.72,Delivered
R5502,Philadelphia,Phoenix,Carrier A,2733,2.85,7789.05,41.46,Delivered
R5503,New York,Chicago,Carrier B,2980,2.26,6734.8,37.56,In Transit
R5504,Las Vegas,New York,Carrier C,3008,3.22,9685.76,43.75,Delivered
R5505,Phoenix,Houston,Carrier C,2077,2.35,4880.95,22.01,In Transit
R5506,Philadelphia,Denver,Carrier C,1119,2.03,2271.57,12.79,Delivered
R5507,Las Vegas,Houston,Carrier A,396,2.49,986.04,5.1,In Transit
R5508,Dallas,Dallas,Carrier C,2301,3.02,6949.02,35.55,Delivered
R5509,Chicago,Dallas,Carrier C,4690,1.95,9145.5,55.0,In Transit
R5510,Phoenix,Chicago,Carrier B,771,3.44,2652.24,7.92,Pending
R5511,Philadelphia,Phoenix,Carrier B,4464,2.45,10936.8,51.84,Delivered
R5512,Philadelphia,Los Angeles,Carrier B,1661,1.82,3023.02,27.41,Pending
R5513,Miami,Phoenix,Carrier A,1650,1.87,3085.5,17.23,Delivered
R5514,Boston,Las Vegas,Carrier C,1225,2.96,3626.0,12.79,Delivered
R5515,Philadelphia,Los Angeles,Carrier C,3789,2.37,8979.93,56.18,Pending
R5516,Boston,Phoenix,Carrier C,1332,1.99,2650.68,14.98,Delivered
R5517,Phoenix,Los Angeles,Carrier A,2819,2.25,6342.75,39.92,Pending
R5518,Atlanta,Las Vegas,Carrier B,2153,2.38,5124.14,26.33,Pending
R5519,Philadelphia,Los Angeles,Carrier B,909,3.19,2899.71,13.3,Pending
R5520,Chicago,New York,Carrier B,3804,2.68,10194.72,41.68,Pending
